1	 1:6.6749	 2:3.09	 3:4.14	 4:.027707
2	 1:0	 2:0	 3:0	 4:0
1	 1:5.05758	 2:2.02	 3:3.05	 4:.010857
1	 1:16.953	 2:4.18	 3:10.49	 4:.010123
1	 1:3.83668	 2:0	 3:0	 4:0
1	 1:7.72707	 2:0	 3:0	 4:0
1	 1:15.9552	 2:0	 3:1.01	 4:.000805
1	 1:0	 2:0	 3:0	 4:0
1	 1:23.6028	 2:4.08	 3:5.32	 4:.004758
1	 1:34.4797	 2:13.51	 3:16.77	 4:.016062
1	 1:7.10446	 2:2.02	 3:0	 4:0
1	 1:11.171	 2:5.07	 3:5.1	 4:.013257
1	 1:6.85931	 2:3.15	 3:3.23	 4:.003811
1	 1:1.42715	 2:0	 3:0	 4:0
1	 1:10.2435	 2:1.01	 3:0	 4:0
1	 1:3.00782	 2:1.06	 3:1.09	 4:.000971
2	 1:24.7436	 2:6.12	 3:9.34	 4:.019267
1	 1:9.56944	 2:1.01	 3:3.11	 4:.007854
1	 1:7.69368	 2:2.11	 3:2.1	 4:.003134
1	 1:11.3454	 2:2.18	 3:2.13	 4:.003419
2	 1:7.08227	 2:0	 3:1.01	 4:.00114
